recession_id,start_date,end_date,duration_months,name,primary_causes,gdp_decline_percent,peak_unemployment_rate,notable_policy_responses
2258,1837-08-07,1838-09-22,13,Early 1837s Market Crash,Pandemic outbreak; Credit crunch,15.7,15.9,Emergency lending facilities; Regulatory reforms; Nationalization of key industries
2259,1873-10-07,1875-04-26,18,Late 1873s Supply Shock,Asset bubble burst; Energy crisis; War or conflict,3.3,21.5,Mortgage relief
2260,1825-05-26,1827-10-13,29,Mid 1825s Economic Downturn,Regulatory changes,20.9,15.3,International financial assistance
2261,1917-04-19,1917-08-08,4,Mid 1917s Tech Bubble,Inflation spike,7.6,23.4,Debt restructuring; Regulatory reforms; Nationalization of key industries
2262,1944-09-14,1944-12-17,3,Mid 1944s Structural Recession,War or conflict; Banking system failure,15.2,12.8,Price controls; Mortgage relief
2263,2015-06-14,2017-01-18,19,Late 2015s Deflationary Spiral,Market speculation; Natural disasters,12.8,24.8,Business loan programs; Nationalization of key industries
2264,1925-02-21,1927-11-03,33,Late 1925s Banking Crisis,Fiscal policy contraction,6.5,18.3,Emergency lending facilities; Price controls; Capital controls
2265,1999-09-11,2002-03-21,30,Early 1999s Economic Downturn,Fiscal policy contraction,22.8,19.8,Mortgage relief
2266,1821-10-16,1823-01-24,15,Early 1821s Debt Crisis,Asset bubble burst,13.3,24.8,Capital controls; Unemployment benefit extensions
2267,1806-10-03,1807-10-23,12,Early 1806s Debt Crisis,Market speculation; Asset bubble burst,21.2,18.1,Mortgage relief; Debt restructuring; Currency intervention
2268,1954-12-25,1955-04-22,4,Early 1954s Debt Crisis,Monetary policy tightening,14.9,21.4,Regulatory reforms
2269,1937-12-02,1940-03-27,27,Early 1937s Trade War Recession,Political instability,10.6,18.9,Mortgage relief; Unemployment benefit extensions; Trade policy adjustments
2270,1887-05-28,1889-07-04,26,Early 1887s Deflationary Spiral,Trade restrictions; Supply chain disruptions; Energy crisis,6.4,21.8,Bank bailouts
2271,1974-10-14,1975-10-26,12,Early 1974s Demand Shock,Currency devaluation; Natural disasters; Consumer confidence collapse,22.5,18.1,Trade policy adjustments; Currency intervention; International financial assistance
2272,1962-07-02,1964-10-06,27,Mid 1962s Financial Crisis,Excessive debt accumulation; Asset bubble burst; Technological disruption,10.0,6.3,Direct payments to citizens; Nationalization of key industries
2273,1923-03-25,1923-08-28,5,Mid 1923s Economic Downturn,Currency devaluation; Market speculation,1.3,13.9,Currency intervention
2274,1806-08-19,1807-05-25,9,Early 1806s Housing Bubble,Credit crunch,4.2,4.8,Infrastructure investment; Business loan programs; Direct payments to citizens
2275,1968-06-19,1971-01-10,31,Late 1968s Structural Recession,Excessive debt accumulation,29.8,12.4,Interest rate cuts; Debt restructuring; Trade policy adjustments
2276,1944-01-02,1946-01-24,24,Late 1944s Currency Crisis,Inflation spike,18.7,19.5,Currency intervention; Bank bailouts; Interest rate cuts
2277,1915-04-04,1916-12-03,20,Late 1915s Trade War Recession,Pandemic outbreak,27.6,6.1,Price controls
2278,1956-07-12,1958-08-11,25,Early 1956s Supply Shock,Monetary policy tightening; War or conflict,8.3,10.8,Interest rate cuts
2279,1980-01-02,1981-03-09,14,Late 1980s Market Crash,Trade restrictions,11.2,24.7,Quantitative easing
2280,1829-06-01,1831-11-29,29,Early 1829s Tech Bubble,Consumer confidence collapse; Technological disruption,29.7,9.0,International financial assistance; Debt restructuring
2281,1966-05-06,1968-12-17,31,Early 1966s Banking Crisis,Asset bubble burst,17.0,8.6,Bank bailouts; Nationalization of key industries
2282,1829-04-16,1831-04-27,24,Early 1829s Deflationary Spiral,Asset bubble burst; Energy crisis,26.6,22.6,Infrastructure investment; Unemployment benefit extensions
2283,1982-09-26,1985-01-29,28,Mid 1982s Global Slowdown,War or conflict; Technological disruption,28.4,17.7,Bank bailouts; Price controls; Unemployment benefit extensions
2284,1969-04-27,1971-09-21,29,Late 1969s Fiscal Crisis,War or conflict,19.3,11.5,Debt restructuring; Increased government spending; Business loan programs
2285,1811-07-01,1812-09-29,14,Early 1811s Stagflation Period,Banking system failure,26.3,9.6,Debt restructuring; Trade policy adjustments
2286,1911-03-30,1913-11-01,32,Mid 1911s Supply Shock,Banking system failure; Excessive debt accumulation,17.2,14.2,Trade policy adjustments; Nationalization of key industries; Business loan programs
2287,1897-12-24,1898-07-13,7,Early 1897s Deflationary Spiral,Trade restrictions; Supply chain disruptions,23.4,8.3,Quantitative easing; International financial assistance
2288,1816-06-09,1817-09-08,15,Late 1816s Tech Bubble,Fiscal policy contraction; Monetary policy tightening; Financial market contagion,12.6,4.6,Direct payments to citizens; Mortgage relief
2289,1844-07-31,1846-03-01,20,Early 1844s Demand Shock,Currency devaluation,6.5,14.6,Direct payments to citizens; Interest rate cuts; Nationalization of key industries
2290,1958-12-22,1961-09-04,33,Mid 1958s Market Crash,Trade restrictions; Monetary policy tightening,9.4,5.8,Unemployment benefit extensions
2291,1988-03-09,1990-05-05,26,Late 1988s Global Slowdown,War or conflict; Financial market contagion,5.9,21.2,Currency intervention; Business loan programs; Mortgage relief
2292,1895-10-15,1896-11-01,13,Early 1895s Demand Shock,Technological disruption; Political instability,29.8,15.6,Quantitative easing; Infrastructure investment
2293,2012-08-19,2014-04-24,20,Mid 2012s Fiscal Crisis,Excessive debt accumulation; Financial market contagion,15.3,20.1,Tax cuts; Capital controls
2294,1831-04-16,1833-04-08,24,Early 1831s Tech Bubble,Banking system failure; Energy crisis; Natural disasters,24.0,6.6,Emergency lending facilities
2295,1991-08-21,1993-05-08,21,Late 1991s Fiscal Crisis,Supply chain disruptions; Technological disruption; Energy crisis,23.9,19.4,Price controls
2296,1993-08-19,1994-10-02,14,Mid 1993s Trade War Recession,Currency devaluation; Market speculation; Inflation spike,14.3,10.4,Quantitative easing; Bank bailouts; Regulatory reforms
2297,2005-10-02,2006-08-21,10,Mid 2005s Regional Recession,Pandemic outbreak; Political instability,13.3,13.8,Unemployment benefit extensions; Capital controls; Nationalization of key industries
2298,1953-10-20,1956-06-04,32,Mid 1953s Monetary Crisis,Credit crunch; Monetary policy tightening,7.2,6.9,Increased government spending; Fiscal stimulus package
2299,1852-01-09,1853-02-06,13,Mid 1852s Global Slowdown,Monetary policy tightening,6.3,4.1,Direct payments to citizens; Mortgage relief; Interest rate cuts
2300,1861-08-13,1863-09-30,25,Mid 1861s Global Slowdown,Regulatory changes; Currency devaluation,21.8,13.6,Tax cuts; Nationalization of key industries
2301,1911-03-18,1912-09-13,18,Early 1911s Banking Crisis,Inflation spike,12.0,6.2,Nationalization of key industries; Fiscal stimulus package
2302,2016-04-27,2018-09-12,29,Mid 2016s Regional Recession,Consumer confidence collapse; Market speculation; Monetary policy tightening,20.2,9.8,Direct payments to citizens
2303,1920-09-30,1922-04-25,19,Early 1920s Structural Recession,Pandemic outbreak; Market speculation; Monetary policy tightening,18.4,8.5,Tax cuts
2304,1919-11-20,1921-12-15,25,Mid 1919s Commodity Crash,Trade restrictions; Technological disruption,13.8,15.0,International financial assistance; Mortgage relief; Quantitative easing
2305,1961-07-26,1963-02-15,19,Late 1961s Stagflation Period,Trade restrictions,22.3,10.3,Increased government spending; Bank bailouts
2306,1860-01-31,1861-11-15,22,Late 1860s Deflationary Spiral,Asset bubble burst; Regulatory changes,23.7,4.4,Regulatory reforms; Infrastructure investment; Currency intervention
2307,2003-11-03,2005-06-25,19,Late 2003s Global Slowdown,Supply chain disruptions,8.5,23.4,Fiscal stimulus package; Unemployment benefit extensions; Tax cuts
2308,1869-11-30,1870-11-01,12,Mid 1869s Structural Recession,Regulatory changes,3.9,23.2,Tax cuts
2309,1889-02-12,1889-08-24,6,Mid 1889s Debt Crisis,Banking system failure; Technological disruption,14.8,8.9,Currency intervention; Regulatory reforms
2310,1969-02-01,1969-11-07,9,Early 1969s Trade War Recession,Political instability,29.1,14.5,Mortgage relief; Price controls; Unemployment benefit extensions
2311,2016-04-15,2017-11-04,19,Early 2016s Industrial Decline,Regulatory changes; Asset bubble burst,27.2,24.8,Price controls
2312,1899-11-09,1900-05-01,6,Mid 1899s Housing Bubble,Consumer confidence collapse,23.8,22.8,Business loan programs
2313,1927-12-01,1929-12-30,24,Late 1927s Debt Crisis,Market speculation,10.6,8.7,Quantitative easing
2314,1967-10-02,1970-01-29,27,Mid 1967s Structural Recession,Currency devaluation; Pandemic outbreak,18.1,18.6,Currency intervention
2315,1940-09-11,1942-03-10,18,Late 1940s Housing Bubble,Trade restrictions; Inflation spike; Energy crisis,21.4,3.8,Infrastructure investment; International financial assistance
2316,1972-03-08,1973-05-05,14,Mid 1972s Tech Bubble,Credit crunch; Fiscal policy contraction; Trade restrictions,10.8,16.4,Debt restructuring
2317,1952-01-29,1952-08-11,7,Late 1952s Global Slowdown,Energy crisis,8.4,7.7,Unemployment benefit extensions
2318,1887-07-07,1887-09-18,2,Early 1887s Debt Crisis,Pandemic outbreak; Supply chain disruptions; Consumer confidence collapse,10.2,7.0,Interest rate cuts
2319,1970-10-17,1972-02-23,16,Late 1970s Commodity Crash,Credit crunch,2.6,17.8,Currency intervention
2320,1881-11-02,1882-05-25,6,Early 1881s Regional Recession,Energy crisis,19.6,6.6,Direct payments to citizens; Unemployment benefit extensions
2321,1959-12-02,1961-02-24,14,Late 1959s Global Slowdown,War or conflict; Political instability; Market speculation,13.7,21.2,Nationalization of key industries; International financial assistance; Capital controls
2322,1827-01-08,1828-12-13,23,Mid 1827s Supply Shock,Financial market contagion,23.7,16.4,Regulatory reforms
2323,1837-01-14,1839-06-06,29,Mid 1837s Structural Recession,Financial market contagion; Consumer confidence collapse,12.9,21.1,Interest rate cuts
2324,1927-03-12,1927-09-04,6,Early 1927s Global Slowdown,Market speculation; War or conflict; Technological disruption,22.4,24.4,Trade policy adjustments
2325,1864-02-08,1865-05-01,15,Late 1864s Housing Bubble,Excessive debt accumulation; Energy crisis,20.4,18.7,Fiscal stimulus package; Direct payments to citizens
2326,1855-03-14,1856-11-21,20,Mid 1855s Currency Crisis,Political instability; Market speculation,10.0,14.0,Mortgage relief; Increased government spending
2327,2004-07-13,2005-04-02,9,Mid 2004s Debt Crisis,Political instability; War or conflict; Financial market contagion,6.9,23.2,Tax cuts
2328,1920-03-28,1921-08-26,17,Mid 1920s Financial Crisis,Energy crisis; Consumer confidence collapse,11.2,10.9,Regulatory reforms
2329,2001-01-09,2003-10-06,33,Mid 2001s Industrial Decline,Market speculation; War or conflict; Political instability,12.7,11.2,Mortgage relief
2330,2007-04-25,2008-07-11,15,Late 2007s Industrial Decline,Technological disruption,21.2,7.6,Regulatory reforms
2331,1976-10-28,1979-02-13,28,Early 1976s Currency Crisis,Regulatory changes; Trade restrictions,15.5,3.9,Trade policy adjustments
2332,1968-07-06,1969-05-24,10,Early 1968s Financial Crisis,Currency devaluation; Inflation spike; Technological disruption,3.4,13.8,Debt restructuring; Regulatory reforms; Emergency lending facilities
2333,1906-03-20,1908-10-31,31,Early 1906s Trade War Recession,Technological disruption; Pandemic outbreak; Monetary policy tightening,7.0,18.7,Tax cuts; Unemployment benefit extensions
2334,1834-12-13,1836-02-19,14,Early 1834s Supply Shock,War or conflict,25.7,13.7,Trade policy adjustments; Quantitative easing
2335,1886-02-13,1887-07-04,17,Early 1886s Monetary Crisis,Excessive debt accumulation; Natural disasters,18.8,6.5,International financial assistance; Unemployment benefit extensions; Emergency lending facilities
2336,1808-06-13,1809-08-12,14,Late 1808s Structural Recession,Political instability,4.4,21.5,Currency intervention; Direct payments to citizens
2337,1825-06-11,1826-09-14,15,Mid 1825s Regional Recession,Asset bubble burst; Market speculation,7.4,10.7,Fiscal stimulus package
2338,1998-04-21,1999-06-15,14,Early 1998s Supply Shock,War or conflict; Fiscal policy contraction; Natural disasters,29.4,8.9,Infrastructure investment
2339,1865-09-06,1866-02-26,5,Mid 1865s Stagflation Period,Fiscal policy contraction; Supply chain disruptions; Monetary policy tightening,10.1,11.9,Mortgage relief
2340,2009-05-13,2009-07-14,2,Late 2009s Commodity Crash,Trade restrictions; Asset bubble burst; Financial market contagion,5.2,9.8,Unemployment benefit extensions; International financial assistance
2341,2014-07-05,2016-12-24,29,Mid 2014s Economic Downturn,Consumer confidence collapse,3.3,16.1,Interest rate cuts; Unemployment benefit extensions
2342,2008-01-26,2010-04-30,27,Mid 2008s Supply Shock,Technological disruption; Energy crisis,7.2,8.5,Tax cuts; Business loan programs
2343,1850-10-28,1852-09-16,23,Early 1850s Market Crash,Trade restrictions; War or conflict; Pandemic outbreak,19.7,9.8,International financial assistance; Capital controls; Unemployment benefit extensions
2344,1951-08-05,1952-12-24,16,Mid 1951s Demand Shock,Financial market contagion,29.0,19.0,Infrastructure investment; Currency intervention; Debt restructuring
2345,1888-07-29,1890-10-29,27,Mid 1888s Trade War Recession,Supply chain disruptions; Trade restrictions,23.1,4.8,Nationalization of key industries; Increased government spending; Bank bailouts
2346,1911-05-11,1912-12-08,19,Mid 1911s Regional Recession,Supply chain disruptions; War or conflict,5.5,19.3,Fiscal stimulus package
2347,2019-12-17,2020-12-26,12,Mid 2019s Deflationary Spiral,Currency devaluation; Excessive debt accumulation,2.7,23.7,Increased government spending; Tax cuts
2348,1837-07-17,1840-01-01,30,Late 1837s Commodity Crash,Political instability; Consumer confidence collapse,14.9,14.3,Bank bailouts; Currency intervention
2349,1899-11-07,1900-07-28,8,Early 1899s Housing Bubble,Consumer confidence collapse; Pandemic outbreak,24.4,3.0,Increased government spending
2350,1989-11-18,1991-04-11,17,Mid 1989s Regional Recession,Market speculation; Political instability; Energy crisis,18.1,18.4,International financial assistance; Price controls; Quantitative easing
2351,1812-04-17,1812-07-06,3,Early 1812s Regional Recession,Supply chain disruptions; Energy crisis; Political instability,3.7,5.8,Business loan programs; Price controls
2352,1925-09-16,1926-11-02,14,Late 1925s Debt Crisis,Banking system failure; Inflation spike,6.7,14.7,Currency intervention
2353,2003-08-06,2004-06-18,10,Late 2003s Financial Crisis,Financial market contagion,22.3,22.7,Trade policy adjustments; Price controls
2354,1823-12-12,1825-07-24,19,Early 1823s Global Slowdown,Financial market contagion,26.6,18.0,International financial assistance; Increased government spending
2355,1985-12-09,1987-08-20,20,Early 1985s Deflationary Spiral,Currency devaluation,29.5,8.7,Regulatory reforms; Capital controls
2356,1807-06-07,1808-05-23,11,Mid 1807s Global Slowdown,Trade restrictions; Inflation spike,20.4,10.3,Business loan programs; Infrastructure investment; Price controls
2357,2000-07-19,2001-02-02,7,Mid 2000s Deflationary Spiral,Excessive debt accumulation; Energy crisis,20.3,21.0,International financial assistance; Tax cuts; Currency intervention
2358,1844-09-10,1846-05-05,20,Late 1844s Debt Crisis,Excessive debt accumulation,5.8,23.7,Capital controls; Mortgage relief
2359,1854-12-23,1857-08-14,32,Mid 1854s Deflationary Spiral,Natural disasters; Financial market contagion; Monetary policy tightening,16.3,18.3,Debt restructuring; Nationalization of key industries; Mortgage relief
2360,1880-08-11,1882-10-28,26,Late 1880s Economic Downturn,Political instability; Consumer confidence collapse,22.4,16.6,Trade policy adjustments
2361,1893-09-01,1894-10-14,13,Early 1893s Demand Shock,Pandemic outbreak; Technological disruption,6.0,8.0,Increased government spending; Capital controls; Business loan programs
